Application,Launcher,Path,Icon Name
PacmanXG,pacmanxg,/usr/share/pixmaps/pacmanxg.png,pacmanxg
Padre,padre,/usr/share/pixmaps/padre.xpm,padre
Padre,padre,/usr/lib/perl5/vendor_perl/5.16.3/auto/share/dist/Padre/icons/padre/64x64/logo.png,padre
Padre,padre,/usr/lib/perl5/vendor_perl/5.16.3/auto/share/dist/Padre/icons/padre/64x64/logo.png,padre
PainTown,paintown,paintown.png,paintown
Pamac (Install),pamac-install,/usr/share/pamac/icons/32x32/apps/pamac.png,system-software-install
Pamac (Update),pamac-update,/usr/share/pamac/icons/32x32/apps/pamac.png,system-software-update
Parano,parano,parano-icon.png,parano
Parental Controls,lxqt_drakguard,/usr/lib/libDrakX/icons/drakguard.png,drakguard
Pasaffe,pasaffe,/usr/share/pasaffe/media/pasaffe.svg,pasaffe
Pax Britannica,pax-britannica,/usr/share/pixmaps/pax-britannica.png,pax-britannica
PCManX BBS Client,pcmanx,/usr/share/pixmaps/pcmanx.svg,pcmanx
PDF Editor,pdfedit,/usr/share/pdfedit/icon/pdfedit_logo.png,pdfedit
PDFsam,pdfsam,/usr/share/pdfsam/pdf.png,pdfsam
Peakidentifier,peakidentifier,/usr/share/pixmaps/pymca.xpm,pymca
Peg-Solitaire,peg-solitaire,/usr/share/pixmaps/peg-solitaire.xpm,peg-solitaire
Pencil,pencil,/usr/share/pencil/skin/classic/icon.svg,pencil
Penguin Command,penguin-command,/usr/share/games/penguin-command/gfx/icon.xpm,penguin-command
Penumbra: Black Plague,Penumbra: Black Plague,steam,steam_icon_22120
Penumbra: Overture,Penumbra: Overture,steam,steam_icon_22180
Penumbra: Requiem,Penumbra: Requiem,steam,steam_icon_22140
Personal firewall,lxqt_drakfirewall,/usr/lib/libDrakX/icons/drakfirewall.png,drakfirewall
pgAdmin3,pgadmin3,/usr/share/pgadmin3/pgAdmin3.png,pgAdmin3
pgModeler,pgmodeler,/etc/pgmodeler/pgmodeler_logo.png,pgmodeler
Phone,dialer-app,/usr/share/dialer-app/assets/dialer-app.png,dialer-app
Photoshop CS6,Photoshop CS6,hardcoded,AdobePhotoshop
PHP Storm,phpstorm,/opt/phpstorm/bin/webide.png,phpstorm
PHP Storm,phpstorm,hardcoded,phpstorm
PHP Storm,jetbrains-phpstorm,hardcoded,phpstorm
PHP Storm,jetbrains-phpstorm-ce,hardcoded,phpstorm
PHPStorm,jetbrains-phpstorm,hardcoded,phpstorm
Picasa,picasa,/opt/google/picasa/3.0/desktop/picasa.xpm,picasa
Picasa Font Settings,picasa-fontcfg,/opt/google/picasa/3.0/desktop/picasa-fontcfg.xpm,picasa-fontcfg
Pink Pony,pink-pony,/usr/share/pixmaps/pink-pony.png,pink-pony
Pixeluvo,pixeluvo,/opt/pixeluvo/pixeluvo.png,pixeluvo
Playbox,playbox,/opt/playbox/icon.xpm,playbox
PlayOnLinux,playonlinux,/usr/share/playonlinux/etc/playonlinux.png,playonlinux
PLM,plm,/usr/share/icons/hicolor/22x22/apps/plm.png,plm
pLoader,ploader,/usr/share/pixmaps/ploader.xpm,ploader
PlopFolio,PlopFolio,/usr/lib/GNUstep/Applications/PlopFolio.app/Resources/PlopFolio.tiff,plopfolio.app
Poe,Poe,/usr/lib/GNUstep/Applications/Poe.app/Resources/Poe.tiff,Poe
Pomidor,pomidor,/usr/share/pomidor/media/pomidor.svg,pomidor
ponoff,ponoff,/usr/share/pixmaps/ponoff.png,ponoff
PostBooks,postbooks,/usr/share/pixmaps/xTuple.xpm,xTuple
PostBooks Updater,postbooks-updater,/usr/share/pixmaps/xTuple.xpm,xTuple
Postgres Forms (pfm),pfm-postgresforms,/usr/share/pfm/pfm-icon.png,pfm-icon
pregap4,pregap4,/usr/share/staden/icon4bl.svg,icon4bl
Preview,Preview,/usr/lib/GNUstep/Applications/Preview.app/Resources/Preview.tiff,Preview
PRICE,PRICE,/usr/lib/GNUstep/Applications/PRICE.app/Resources/price-icon-os.tiff,price-icon-os
Print,ubuntu-printing-app,/usr/share/ubuntu-printing-app/ubuntu-printing-app/ubuntu-printing-app.svg,printer-printing
Print Queue,ubuntu-queue-dialog,/usr/share/ubuntu-printing-app/queue-dialog/ubuntu-queue-dialog.svg,printer
Prison Architect,Prison Architect,steam,steam_icon_233450
ProjectCenter,ProjectCenter,/usr/share/pixmaps/ProjectCenter.xpm,projectcenter.app
ProjectLibre,projectlibre,/usr/share/pixmaps/projectlibre.png,projectlibre
projectM Jack Audio Visualization,projectM-jack,prjm16-transparent.svg,prjm16-transparent
Pumpa,pumpa,/usr/share/icons/hicolor/32x32/apps/pumpa.png,pumpa
Pushbullet indicator,extras-pushbullet-indicator,/opt/extras.ubuntu.com/pushbullet-indicator/share/pushbullet-indicator/icons/pushbullet-indicator.svg,pushbullet-indicator
PushBullet-Indicator,extras-pushbullet-indicator,/opt/extras.ubuntu.com/pushbullet-indicator/share/pushbullet-indicator/icons/pushbullet-indicator.svg,pushbullet-indicator
Py-Loader,Py-Loader, /usr/share/pixmaps/python.xpm,python
pyAcidoBasic,pyacidobasic,/usr/share/pyacidobasic/icons/pyacidobasic.svg,pyacidobasic
PyBridge,pybridge,/usr/share/pybridge/pixmaps/pybridge.png,pybridge
Pycharm,pycharm,hardcoded,pycharm
Pycharm,jetbrains-pycharm,hardcoded,pycharm
Pycharm,pycharm,/opt/pycharm/bin/pycharm.png,pycharm
Pycharm,jetbrains-pycharm-ce,hardcoded,pycharm
PyCrust,pycrust,/usr/share/pixmaps/pycrust,pycrust
PyKaraoke,pykaraoke,/usr/share/pykaraoke/icons/pykaraoke.xpm,pykaraoke
PyKaraoke Mini,pykaraoke_mini,/usr/share/pykaraoke/icons/pykaraoke.xpm,pykaraoke
pyMapperGUI,pymappergui,/usr/share/pixmaps/pymappergui.png,pymappergui
PyMCA,pymca,/usr/share/pixmaps/pymca.xpm,pymca
PyMCA ROI tool,pymcaroitool,/usr/share/pixmaps/pymca.xpm,pymca
pyMecaVideo,pymecavideo,/usr/share/pixmaps/pymecavideo-48.png,pymecavideo-48
pyNeighborhood,pyNeighborhood,/usr/share/pyneighborhood/icons/pyneighborhood.png,pyneighborhood
Pypar 2,pypar2,pypar2.png,pypar2
PyQSO,pyqso,/usr/share/icons/log_64x64.png,log_64x64
pyRenamer,pyrenamer,/usr/share/pyrenamer/pyrenamer.png,pyrenamer
Pyromaths,pyromaths,/usr/share/pixmaps/pyromaths.png,pyromaths
PyRoom,pyroom,/usr/share/pyroom/pyroom.png,pyroom
PySol Fan Club Edition,pysol,/usr/share/icons/pysol01.png,pysol
PySyCache,pysycache,/usr/share/pixmaps/pysycache.png,pysycache
PySyCache Admin,pysycache-admin,/usr/share/pixmaps/pysycache.png,pysycache
Python (v2.6),python2.6,/usr/share/pixmaps/python2.6.xpm,python
Python (v2.7),python2.7,/usr/share/pixmaps/python2.7.xpm,python
Python (v3.0),python3.0,/usr/share/pixmaps/python3.0.xpm,python
Python (v3.1),python3.1,/usr/share/pixmaps/python3.1.xpm,python
Python (v3.2),python3.2,/usr/share/pixmaps/python3.2.xpm,python
Python (v3.3),python3.3,/usr/share/pixmaps/python3.3.xpm,python
Python (v3.4),python3.4,/usr/share/pixmaps/python3.4.xpm,python
Python (v3.5),python3.5,/usr/share/pixmaps/python3.5.xpm,python
Python (v3.6),python3.6,/usr/share/pixmaps/python3.6.xpm,python
Python (v3.7),python3.7,/usr/share/pixmaps/python3.7.xpm,python
Python Interpreter,python,/usr/share/pixmaps/python.xpm,python
python-whiteboard,python-whiteboard,pywb_pixmap.xpm,pywb_pixmap
QARecord,qarecord,/usr/share/pixmaps/qarecord_48.xpm,qarecord
QCAD,QCad,/usr/share/pixmaps/qcad_icon.png,qcad_icon
Qdacco dictionary,qdacco,/usr/share/qdacco/qdacco.png,qdacco
Qemu Launcher,qemu-launcher,qemu-launcher.svg,qemu-launcher
QGifer,qgifer,/usr/share//icons/qgifer.xpm,qgifer
QLE,extras-qlequicklisteditor,/usr/share/pixmaps/qle_pix/logoqle2.svg,logoqle2
QLE Unity Quicklist Editor,extras-qlequicklisteditor,/usr/share/pixmaps/qle_pix/logoqle2.svg,logoqle2
Qliss3D,qliss3d,/usr/share/pixmaps/qliss3d.xpm,qliss3d
QNapi,qNapi,/usr/share/icons/qnapi-48.png,qnapi-48
qPDFview,qpdfview,/usr/share/qpdfview/qpdfview.svg,qpdfview
Qreator,qreator,/usr/share/qreator/media/qreator.svg,qreator
QTikZ,qtikz,/usr/share/qtikz/qtikz-128.png,qtikz
QTM,qtm,/usr/share/icons/qtm-logo1.png,qtm-logo1
Qucs,qucs,/usr/share/pixmaps/big.qucs.xpm,qucs
qutIM,qutim,/usr/share/pixmaps/qutim.png,qutim
R,r,/usr/share/pixmaps/r.png,rlogo_icon
R Commander,Rcmdr,/usr/lib/R/site-library/Rcmdr/etc/linux/Rcmdr.svg,Rcmdr
Raccoon,raccoon,/usr/share/pixmaps/raccoon.svg,raccoon
Ratpoison,ratpoison,,ratpoison
Reactivate HP LaserJet 1018/1020 after reloading paper,hplj1020,/usr/share/pixmaps/hplj1020_icon.png,hplj1020_icon
Reboot,reboot,/usr/share/unity/icons/restart_highlight.png,system-restart
Receitanet 1.07,rfb-receitanet,/opt/Programas RFB/Receitanet/imagens/Receitanet.xpm,Receitanet
RedisDesktopManager,rdm,/usr/share/redis-desktop-manager/bin/rdm.png,rdm
Reditr,reditr,/opt/reditr/128x128.png,reditr
Remarkable,remarkable,/usr/share/remarkable/media/remarkable.svg,remarkable
Reminders,com.ubuntu.reminders,/usr/share/reminders/reminders.png,reminders
REminiscence,reminiscence,,reminiscence
RemoteBox,remotebox,remotebox.png,remotebox
Remotedesktop Client,grdesktop,grdesktop.png,grdesktop
Remove orphaned packages,gtkorphan,/usr/share/pixmaps/gtkorphan.png,gtkorphan
Report Bug,reportbug,/usr/share/reportbug/debian-swirl.svg,debian-swirl
Reportbug,reportbug,/usr/share/reportbug/debian-swirl.svg,debian-swirl
Reportbug-NG,reportbug-ng,/usr/share/pixmaps/debian-logo.png,debian-logo
Reportbug-NG,reportbug-ng,/usr/share/pixmaps/rng.xpm,rng
RFB Receitanet,rfb-receitanet,/opt/Programas RFB/Receitanet/imagens/Receitanet.xpm,Receitanet
RFB Receitanet Ajuda,rfb-receitanet-ajuda,/opt/Programas RFB/Receitanet/imagens/Ajuda.xpm,Ajuda
RFDump,rfdump,/usr/share/pixmaps/rfdump.png,rfdump
Ring GNOME CLient,gnome-ring,/usr/share/icons/hicolor/scalable/apps/ring.svg,ring
Risk of Rain,Risk of Rain,steam,steam_icon_248820
RoboJournal,robojournal,/usr/share/icons/robojournal64.png,robojournal
Robomongo,robomongo,robomongo.png,robomongo
Rocket.Chat,rocketchat,/opt/rocketchat/icon.png,rocketchat
Ruby Browser,rbbr,/usr/share/rbbr/icon.png,rbbr
RubyMine,jetbrains-rubymine,hardcoded,rubymine
RubyMine,jetbrains-rubymine,/opt/RubyMine-7.0.2/bin/RMlogo.svg,rubymine
RubyMine,rubymine,/opt/rubymine/bin/RMlogo.svg,rubymine
RubyMine,jetbrains-rubymine-ce,hardcoded,rubymine
Rxvt Color Unicode Terminal,rxvt-unicode,urxvt_48x48.xpm,urxvt_48x48
Sabnzbd,sabnzbd,/usr/share/SABnzbd/icons/nzb.ico,SABnzbd
Sadms,sadms,/usr/share/sadms-2.0.15/sadms.png,sadms
Sadms-ACLs,sadms-fsacls,/usr/share/sadms-2.0.15/sadms.png,sadms
Sadms-Globals,sadms-globs,/usr/share/sadms-2.0.15/sadms.png,sadms
Sadms-Share,sadms-share,/usr/share/sadms-2.0.15/sadms.png,sadms
Sadms-Shares,sadms-shares,/usr/share/sadms-2.0.15/sadms.png,sadms
Sadms-User,sadms-users,/usr/share/sadms-2.0.15/sadms.png,sadms
Scheduled tasks,gnome-schedule,/usr/share/pixmaps/gnome-schedule/gnome-schedule.svg,gnome-schedule
Schematic Editor,schematic,layout.png,schematic
Scid,scid,/usr/share/pixmaps/scid.xpm,scid
Scid,scid,/usr/share/pixmaps/scid.png,scid
Scid vs. PC,skid_vs_pc,/usr/share/pixmaps/scid.png,scid
Scilab,scilab,/usr/share/scilab/icons/scilab.xpm,scilab
Scilab adv CLI,scilab-adv-cli,/usr/share/scilab-cli/icons/scilab.xpm,scilab
Scilab advanced CLI,scilab-adv-cli,/usr/share/scilab-cli/icons/scilab.xpm,scilab
Scilab CLI,scilab-cli,/usr/share/scilab-cli/icons/scilab.xpm,scilab
ScolaSync,scolasync,/usr/share/scolasync/images/scolasync.png,scolasync
Scopes,unity8-dash,/usr/share/unity8/Dash/unity8-dash.png,unity8-dash
Screenlets,screenlets-manager,/usr/share/icons/screenlets.svg,screenlets
ScreenRuler,gnome-screenruler,screenruler-icon-32x32.png,screenruler
Scribus,scribus,/usr/share/scribus/icons/scribus.png,scribus
ScudCloud,scudcloud,/opt/scudcloud/resources/scudcloud.png,scudcloud
Searchmonkey,searchmonkey,/usr/share/pixmaps/searchmonkey/searchmonkey-32x32.png,searchmonkey
Seetxt,seetxt,,seetxt
SelekTOR,selekTOR,/usr/share/icons/selektoricon.png,selektoricon
SelekTOR,selektor,/opt/selektor/resources/selektoricon.png,selektoricon
SelekTOR,selektor,/usr/share/icons/selektor-app.png,selektoricon
SelekTOR,selektor,/usr/share/icons/selektoricon.png,selektoricon
SelekTOR Proxy Reset,selektor-proxy-reset,/opt/selektor/resources/selektoricon.png,selektoricon
SelekTOR Proxy Reset,selektor-proxy-reset,/usr/share/icons/selektor-app.png,selektoricon
Seq24,seq24,/usr/share/pixmaps/seq24.xpm,seq24
Set up the graphical server,lxqt_XFdrake,/usr/share/mcc/themes/default/XFdrake-mdk.png,XFdrake-mdk
Shank,Shank,steam,steam_icon_6120
Shank 2,Shank 2,steam,steam_icon_6130
Shisen,Shisen,/usr/lib/GNUstep/Applications/Shisen.app/Resources/GShisen.tiff,gshisen
Shutdown,shutdown,/usr/share/unity/icons/shutdown_highlight.png,system-shutdown
Sid Meier's Civilization V,Sid Meier's Civilization V,steam,steam_icon_8930
Side-scrolling game,abe,/usr/share/pixmaps/abe.xpm,abe
Sigram,telegram,/opt/sigram/icons/icon.png,sigram
SimpleAgenda,SimpleAgenda,/usr/lib/GNUstep/Applications/SimpleAgenda.app/Resources/Calendar.tiff,Calendar
Simulation of Urban MObility,sumo,/usr/share/pixmaps/sumo_32x32.xpm,sumo
Singularity,singularity,/usr/share/pixmaps/singularity.xpm,singularity
Sitplus,sitplus,/usr/share/pixmaps/sitplus-32x32.xpm,sitplus
SIXpack,SIXpack,/usr/share/pixmaps/SIXpack.xpm,SIXpack
skippy-xd,skippy-xd,/usr/share/icons/skippy-xd.png,skippy-xd
Skype,skype,skype.png,skype
Skype Video Turning,skype-video-turning,skype.png,skype
Slack,slack,/usr/share/pixmaps/slack.png,slack
Slingscold,slingscold,/usr/share/icons/slingscold.png,slingscold
SmartGit,syntevo-smartgit,syntevo-smartgit.png,smartgithg
SmartGitHG,smartgithg,/opt/smartgithg/bin/smartgithg-256.png,smartgithg
SmartHitHG,syntevo-smartgithg-5,/usr/share/smartgithg-5/bin/smartgithg-128.png,smartgithg
Snake4,snake4,/usr/share/pixmaps/snake4.xpm,snake4
Snapshot,Snapshot,steam,steam_icon_204220
Soap UI 5.1.3,SoapUI-5.1.3,/opt/SmartBear/SoapUI-5.1.3/.install4j/SoapUI-5.1.3.png,SoapUI
Software Manager,mintinstall-mime,/usr/share/linuxmint/logo.png,mintInstall
Songwrite,songwrite,/usr/share/songwrite/data/songwrite_32x32.png,songwrite
Sources,mintsources,/usr/share/pixmaps/mintsources.svg,mintsources
Spacezero,spacezero,/usr/share/pixmaps/icon_spacezero.xpm,spacezero
SportsTracker,SportsTracker,/opt/SportsTracker/SportsTracker.png,sportstracker
SpringLobby,springlobby,springlobby.svg,springlobby
Springseed,springseed,/usr/share/pixmaps/springseed/springseed.svg,springseed
Sqledit,sqledit,,sqledit
SQLiteBrowser,sqlitebrowser,/usr/share/pixmaps/sqlitebrowser.svg,sqlitebrowser
Squeak,squeak,/usr/share/pixmaps/squeak.png,squeak
SQuirrel SQL,squirrel-sql,/usr/share/pixmaps/acorn.ico,squirrel-sql
SSH Tunnel Manager,gstm,gSTM.png,gSTM
Star Voyager,starvoyager,/usr/share/pixmaps/starvoyager.xpm,starvoyager
Starbound,Starbound,steam,steam_icon_211820
Steam Skin Manager,???,/usr/share/pixmaps/steamskinmanager.svg,steamskinmanager
StepBill,StepBill,/usr/lib/GNUstep/Applications/Gomoku.app/Resources/icon.tiff,StepBill
Stopwatch,stopwatch,/usr/share/pixmaps/stopwatch.xpm,stopwatch
Streamlight,streamlight-gui-launcher,streamlight-gui-launcher.png,streamlight-gui-launcher
streamstudio,StreamStudio,/usr/share/pixmaps/streamstudio.png,streamstudio
Streamtuner2,streamtuner2,streamtuner2.png,streamtuner2
StretchPlayer,stretchplayer,/usr/share/stretchplayer/icons/stretchplayer-icon-48x48.png,stretchplayer
StroQ,stroq,/usr/share/pixmaps/stroq-icon.xpm,stroq-icon
Subcommander,subcommander,/usr/share/pixmaps/subcommander.xpm,subcommander
Sun Java 5.0 Console,sun-java5-jconsole,/usr/share/icons/sun-java5.xpm,sun-java
Sun Java 5.0 Console,sun-java5-jconsole,/usr/share/pixmaps/sun-java5.xpm,sun-java
Sun Java 5.0 Plugin Control Panel (32bit),ia32-sun-java5-controlpanel,/usr/share/pixmaps/ia32-sun-java5.xpm,sun-java
Sun Java 5.0 Policy Tool,sun-java5-policytool,/usr/share/icons/sun-java5.xpm,sun-java
Sun Java 5.0 Policy Tool,sun-java5-policytool,/usr/share/pixmaps/sun-java5.xpm,sun-java
Sun Java 5.0 Policy Tool (32bit),ia32-sun-java5-policytool,/usr/share/pixmaps/ia32-sun-java5.xpm,sun-java
Sun Java 5.0 Runtime,sun-java5-java,/usr/share/icons/sun-java5.xpm,sun-java
Sun Java 5.0 Runtime,sun-java5-java,/usr/share/pixmaps/sun-java5.xpm,sun-java
Sun Java 5.0 Runtime (32bit),ia32-sun-java5-java,/usr/share/pixmaps/ia32-sun-java5.xpm,sun-java
Sun Java 5.0 Web Start (32bit),ia32-sun-java5-javaws,/usr/share/pixmaps/ia32-sun-java5.xpm,sun-java
SuperTux,supertux,/usr/share/games/supertux/images/icon.xpm,supertux
SuperTuxKart,supertuxkart,/usr/share/pixmaps/supertuxkart_128.png,supertuxkart
SVG Cleaner,svgcleaner,/usr/share/icons/hicolor/scalable/apps/svgcleaner.svg,svgcleaner
SVN Workbench,svn-workbench,/usr/share/svn-workbench/wb.xpm,svn-workbench
SVP 4 Linux,svp-manager4,svp-manager4.png,svp-manager4
Sweep,sweep,sweep.svg,sweep
Syncthing-GTK,syncthing-gtk,/usr/share/syncthing-gtk/icons/st-logo-128.png,syncthing-gtk
Synergy,synergy,/usr/share/icons/synergy.ico,synergy
Synology Cloud Station Drive,synology-cloud-station-drive,/opt/Synology/CloudStation/images/ico_72_cloud_station.png,synology-cloud-station
System Profiler and Benchmark,hardinfo,/usr/share/hardinfo/pixmaps/logo.png,hardinfo
System Settings,ubuntu-system-settings,/usr/share/ubuntu/settings/system/system-settings.png,system-settings
TalkSoup,TalkSoup,TalkSoup.tiff,TalkSoup
TCOS Server Configurator,tcos-configurator,/usr/share/tcos-configurator/images/tcos-icon-32x32.png,tcosconfig
TCOS Standalone,tcos-standalone,/usr/share/tcos-standalone/images/tcos-icon-32x32.png,tcos-icon
TCOS-config,tcosconfig,/usr/share/tcosconfig/images/tcos-icon.png,tcos-icon
TCOS-config,tcosconfig-configurator,/usr/share/tcosconfig/images/tcos-icon.png,tcosconfig
TCOS-config,tcosconfig-standalone,/usr/share/tcosconfig/images/tcos-icon.png,tcosconfig
TcosMonitor,tcosmonitor,/usr/share/pixmaps/tcos-icon-32x32.png,tcos-icon
TcosPersonalize,tcospersonalize,/usr/share/pixmaps/tcos-icon-32x32.png,tcos-icon
Team Viewer,Teamviewer-teamviewer9,/opt/teamviewer9/tv_bin/desktop/teamviewer.png,teamviewer
Team Viewer,teamviewer-teamviewer9,/opt/teamviewer9/tv_bin/desktop/teamviewer.png,teamviewer
Team Viewer,teamviewer-teamviewer10,/opt/teamviewer/tv_bin/desktop/teamviewer.png,teamviewer
Team Viewer,teamviewer-teamviewer10,/opt/teamviewer10/tv_bin/desktop/teamviewer.png,teamviewer
Teamspeak 3,TeamSpeak3,/opt/TeamSpeak3-Client-linux_amd64/styles/default/logo-128x128.png,teamspeak3
TeamViewer,Teamviewer-teamviewer9,/opt/teamviewer9/tv_bin/desktop/teamviewer.png,teamviewer
TeamViewer,teamviewer-teamviewer9,/opt/teamviewer9/tv_bin/desktop/teamviewer.png,teamviewer
TeamViewer,teamviewer-teamviewer10,/opt/teamviewer/tv_bin/desktop/teamviewer.png,teamviewer
TeamViewer,teamviewer-teamviewer10,/opt/teamviewer10/tv_bin/desktop/teamviewer.png,teamviewer
TeamViewer,teamviewer-teamviewer11,/opt/teamviewer/tv_bin/desktop/teamviewer.png,teamviewer
TeamViewer,teamviewer,/opt/teamviewer/tv_bin/desktop/teamviewer.png,teamviewer
TeamViewer 11,teamviewer-teamviewer11,/opt/teamviewer/tv_bin/desktop/teamviewer.png,teamviewer
TeamViewer 12,teamviewer-teamviewer12,/opt/teamviewer/tv_bin/desktop/teamviewer.png,teamviewer
TeleGPS,altusmetrum-telegps,/usr/share/icons/hicolor/scalable/apps/altusmetrum-telegps.svg,altusmetrum-telegps
Telegram,telegram,/usr/share/pixmaps/telegram.png,telegram
Telegram,telegram,/opt/telegram/telegram.svg,telegram
Telegram Desktop,telegram,/opt/telegram/telegram.svg,telegram
Telegram Desktop,telegramdesktop,hardcoded,telegram
Terminal,Terminal,/usr/lib/GNUstep/Applications/Terminal.app/Resources/Terminal.tiff,Terminal
Terminal,ubuntu-terminal-app,/usr/share/terminal/terminal64.png,terminal
Terra Terminal Emulator,terra,/usr/share/terra/image/terra.svg,terra
Tetraproc,tetraproc,,tetraproc
TextEdit,TextEdit,/usr/lib/GNUstep/Applications/TextEdit.app/Resources/Edit.tiff,Edit
Tgif,tgif,/usr/share/pixmaps/tgif.xpm,tgif
threadscope,threadscope,/usr/share/threadscope/threadscope.png,threadscope
Tickr - Feed Reader,tickr,/usr/share/tickr/pixmaps/tickr-icon.xpm,tickr
Tilda,tilda,/usr/share/pixmaps/tilda.png,tilda
Tile World,tworld,/usr/share/pixmaps/tworld.xpm,tworld
TILP,tilp,/usr/share/tilp2/pixmaps/tilp.xpm,tilp
TimeMon,TimeMon,/usr/lib/GNUstep/Applications/TimeMon.app/Resources/TimeMon.tiff,TimeMon
TimeMon,TimeMon,/usr/lib/GNUstep/Applications/TimeMon.app/Resources/icon.png,TimeMon
TimeShift,TimeShift,/usr/share/pixmaps/timeshift.png,timeshift
TiMidity++ MIDI sequencer,timidity-interfaces-extra,/usr/share/pixmaps/timidity.xpm,timidity
Tkabber,tkabber,/usr/share/pixmaps/tkabber.xpm,tkabber
tkPacman,tkpacman,Icon=/usr/share/tkpacman/icons/tkpacman-icon.png,tkpacman
Tomate,tomate,/usr/share/tomate/media/tomate.png,tomate
TOPPAS,TOPPAS,/usr/share/pixmaps/TOPPAS.xpm,TOPPAS
TOPPView,TOPPView,/usr/share/pixmaps/TOPPView.xpm,TOPPView
Tor Browser,torbrowser,/usr/share/pixmaps/torbrowser80.xpm,torbrowser
Tor Browser,???,/usr/share/pixmaps/tor-browser-en.png,tor-browser-en
Tor Browser,tor-browser-en,/usr/share/pixmaps/tor-browser-en.png,tor-browser-en
Tor Browser,tor-browser-ru,/usr/share/pixmaps/tor-browser-ru.png,tor-browser-en
Tor Browser,tor-browser-ar,/usr/share/pixmaps/tor-browser-ar.png,tor-browser-en
Tor Browser,tor-browser-de,/usr/share/pixmaps/tor-browser-de.png,tor-browser-en
Tor Browser,tor-browser-es-ES,/usr/share/pixmaps/tor-browser-es-ES.png,tor-browser-en
Tor Browser,tor-browser-fa,/usr/share/pixmaps/tor-browser-fa.png,tor-browser-en
Tor Browser,tor-browser-fr,/usr/share/pixmaps/tor-browser-fr.png,tor-browser-en
Tor Browser,tor-browser-it,/usr/share/pixmaps/tor-browser-it.png,tor-browser-en
Tor Browser,tor-browser-ko,/usr/share/pixmaps/tor-browser-ko.png,tor-browser-en
Tor Browser,tor-browser-nl,/usr/share/pixmaps/tor-browser-nl.png,tor-browser-en
Tor Browser,tor-browser-pl,/usr/share/pixmaps/tor-browser-pl.png,tor-browser-en
Tor Browser,tor-browser-pt-PT,/usr/share/pixmaps/tor-browser-pt-PT.png,tor-browser-en
Tor Browser,tor-browser-tr,/usr/share/pixmaps/tor-browser-tr.png,tor-browser-en
Tor Browser,tor-browser-vi,/usr/share/pixmaps/tor-browser-vi.png,tor-browser-en
Tor Browser,tor-browser-zh-CN,/usr/share/pixmaps/tor-browser-zh-CN.png,tor-browser-en
Tor Browser Settings,torbrowser-settings,/usr/share/pixmaps/torbrowser80.xpm,torbrowser
TorChat,torchat,/usr/share/torchat/icons/torchat.png,torchat
Touchpad Indicator,touchpad-indicator,/usr/share/pixmaps/touchpad-indicator,touchpad-indicator
Trelby,trelby,/opt/trelby/resources/icon256.png,trelby
trev,trev,/usr/share/staden/icon4bl.svg,icon4bl
Trine,Trine,steam,steam_icon_35700
TrovaCAP,trovacap,/usr/share/pixmaps/trovacap.xpm,trovacap
Tucnak,tucnak,/usr/share/pixmaps/tucnak.png,tucnak
Tucnak 2,tucnak2,/usr/share/pixmaps/tucnak2.png,tucnak
Tucnak 2,tucnak2,tucnak.png,tucnak
Tucnak 2,tucnak2,/usr/share/pixmaps/tucnak2.png,tucnak2
Tulip,tulip,TulipIcon.png,TulipIcon
TuxGuitar,tuxguitar,/opt/tuxguitar/share/skins/Oxygen/icon-96x96.png,tuxguitar
TV-MAXE,tvmaxe,/usr/share/tv-maxe/tvmaxe.png,tvmaxe
twclock,twclock,twclock.png,twclock
Twinkle,twinkle,/usr/share/twinkle/twinkle48.png,twinkle
twpsk,twpsk,twpsk.png,twpsk
Typhoon,typhoon,/usr/share/typhoon/media/typhoon.svg,typhoon
U1Db QML Example Gallery,u1db-qt-gallery,/usr/share/icons/unity-icon-theme/places/svg/service-u1.svg,service-u1
UberWriter,uberwriter,/opt/extras.ubuntu.com/uberwriter/share/uberwriter/media/uberwriter.svg,uberwriter
UberWriter,uberwriter,/usr/share/uberwriter/media/uberwriter.svg,uberwriter
UberWriter,uberwriter,/opt/extras.ubuntu.com/uberwriter/share/uberwriter/media/uberwriter.svg,uberwriter
Ubuntu,ubuntu,,ubuntu
Ubuntu After Install,ubuntu-after-install,/opt/thefanclub/ubuntu-after-install/ubuntu-after-install.png,ubuntu-after-install
Ubuntu IBus Table Setup,ibus-setup-table,/usr/share/ibus-table/icons/chinese.svg,chinese
Ubuntu Scopes,unity8-dash,/usr/share/unity8/Dash/unity8-dash.png,unity8-dash
Ubuntu Studio Controls,ubuntustudio-controls,/usr/share/ubuntustudio-controls/ubuntustudio-controls.svg,ubuntustudio-controls
Ubuntu Studio Session,ubuntustudio,,start-here-ubuntustudio
Ubuntu System Settings,ubuntu-system-settings,/usr/share/ubuntu/settings/system/system-settings.png,system-settings
Ubuntu Terminal,com.ubuntu.terminal,/usr/share/terminal/terminal64.png,terminal
Ubuntu UI Toolkit Gallery,ubuntu-ui-toolkit-gallery,Not important,ubuntu-ui-toolkit-gallery
Ubuntu Web Browser,webbrowser-app,/usr/share/webbrowser-app/webbrowser-app.png,webbrowser-app
UCView,ucview,ucview.png,ucview
Udav,udav,/usr/share/pixmaps/udav.png,udav
ukopp,ukopp,/usr/share/ukopp/icons/ukopp.png,ukopp
UKUI,ukui,,distributor-logo-ubuntukylin
